"TOA5","CR6Series_BVRplatform","CR6","13030","CR6.Std.10.02 CR6-WIFI.05","CPU:BVR_Platform_20210405_bjorn.CR6","45412","BVRplatform"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_10","wtr_11","wtr_12","wtr_13","doobs_6","dosat_6","dotemp_6","doobs_13","dosat_13","dotemp_13","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","Turbidity_FNU_1","TSS_mgL_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper","Lvl_psi","wtr_pt_13"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-04-05 14:40:00",0,14.02,25,24.9324,24.87774,13.72015,12.52847,10.02209,9.572565,9.461267,9.241755,9.004999,8.862909,8.507502,8.490473,8.345545,12.14314,106.7079,9.6563,10.18609,86.95143,8.446717,210405,153756,11.359,17.74,23.98,15.59,106.06,11.6,0.97,3.94,0.18,0.2,2.66,7.62,2.59,0,2.32,1.633,4.37,12.54,0.96,15.58504,8.444055
"2021-04-05 14:50:00",1,13.95,25.29,24.5314,24.08651,13.90222,12.29031,9.859522,9.50326,9.452021,9.167139,8.98797,8.700098,8.494471,8.465754,8.329523,12.1074,106.3351,9.63306,9.90934,84.54299,8.424294,210405,154757,12.177,17.92,23.74,15.43,107.45,11.53,0.95,3.83,0.17,0.19,2.47,7.06,2.58,0,2.32,1.634,4.37,12.5,1.19,15.58153,8.408289
"2021-04-05 15:00:00",2,14.32,25.4,24.24746,25.58108,13.92636,13.27844,9.882624,9.521357,9.455866,9.25802,9.022821,8.68255,8.494989,8.464838,8.325739,12.19594,107.1699,9.65552,9.96817,85.03,8.417122,210405,155757,12.677,18.18,23.77,15.45,108.35,11.5,1.12,4.55,0.17,0.2,2.41,6.88,2.55,0,2.31,1.626,4.37,12.53,1.16,15.5848,8.404018
"2021-04-05 15:10:00",3,14.3,25.46,24.23315,25.07107,13.98095,12.89205,9.908838,9.537622,9.462397,9.294092,9.017511,8.728327,8.497217,8.466059,8.305689,12.29848,108.0774,9.65803,9.89584,84.42776,8.424294,210405,160757,12.756,18.26,23.84,15.5,108.31,11.48,1.4,5.63,0.17,0.2,2.43,6.92,2.52,0,2.29,1.611,4.37,12.79,1.19,15.58501,8.398553
"2021-04-05 15:20:00",4,13.97,25.49,25.64834,27.64038,14.21826,13.73736,9.967981,9.570368,9.490778,9.330469,9.043909,8.818048,8.50271,8.465387,8.308893,12.26314,107.8105,9.67514,9.86004,84.11649,8.421418,210405,161757,12.858,18.21,23.71,15.41,108.47,11.47,1.16,4.7,0.19,0.21,2.41,6.89,2.63,0,2.28,1.603,4.37,12.81,1.17,15.57947,8.392688
"2021-04-05 15:30:00",5,13.99,25.51,25.16271,25.48767,14.19503,12.79525,9.919062,9.530756,9.413538,9.332697,9.035517,8.88653,8.524805,8.484186,8.344233,12.85342,112.9576,9.65943,9.98862,85.23337,8.43113,210405,162757,12.762,18.2,23.75,15.44,108.27,11.47,1.44,5.8,0.21,0.24,2.45,6.98,2.52,0,2.27,1.596,4.37,12.81,1.19,15.58345,8.428748
"2021-04-05 15:40:00",6,13.99,25.54,23.98342,24.15142,14.32693,10.58547,9.881189,9.542109,9.464411,9.354578,9.031244,8.72323,8.498713,8.467432,8.261621,12.1862,107.0907,9.65803,9.77741,83.36904,8.400414,210405,163757,10.599,17.19,23.71,15.41,104.88,11.67,1.56,6.28,0.21,0.23,2.59,7.42,2.74,0,2.29,1.612,4.37,12.8,1.2,15.58453,8.362964
"2021-04-05 15:50:00",7,14.02,25.51,24.40304,25.06408,14.49008,10.54638,9.805323,9.505548,9.45669,9.355677,9.084528,8.795832,8.511744,8.489069,8.340693,12.06473,105.9593,9.63259,9.73448,83.05644,8.426995,210405,164757,10.64,17.12,23.59,15.33,105.03,11.68,2.17,8.73,0.23,0.25,2.59,7.4,2.72,0,2.3,1.622,4.37,12.61,1.17,15.58437,8.42353
