
############## bjorn - 07/26/20 08:33:33 EST -0500 ##############

2020-07-26 13:03:18 64 bytes from 8.8.8.8: icmp_seq=219 ttl=115 time=16.3 ms
2020-07-26 13:04:18 64 bytes from 8.8.8.8: icmp_seq=220 ttl=115 time=15.0 ms
2020-07-26 13:05:18 64 bytes from 8.8.8.8: icmp_seq=221 ttl=115 time=16.7 ms
2020-07-26 13:06:18 64 bytes from 8.8.8.8: icmp_seq=222 ttl=115 time=16.8 ms
2020-07-26 13:07:18 64 bytes from 8.8.8.8: icmp_seq=223 ttl=115 time=22.3 ms
2020-07-26 13:08:18 64 bytes from 8.8.8.8: icmp_seq=224 ttl=115 time=16.0 ms
2020-07-26 13:09:18 64 bytes from 8.8.8.8: icmp_seq=225 ttl=115 time=19.3 ms
2020-07-26 13:10:18 64 bytes from 8.8.8.8: icmp_seq=226 ttl=115 time=20.5 ms
2020-07-26 13:11:18 64 bytes from 8.8.8.8: icmp_seq=227 ttl=115 time=18.5 ms
2020-07-26 13:12:18 64 bytes from 8.8.8.8: icmp_seq=228 ttl=115 time=16.7 ms
2020-07-26 13:13:18 64 bytes from 8.8.8.8: icmp_seq=229 ttl=115 time=16.5 ms
2020-07-26 13:14:18 64 bytes from 8.8.8.8: icmp_seq=230 ttl=115 time=19.3 ms
2020-07-26 13:15:18 64 bytes from 8.8.8.8: icmp_seq=231 ttl=115 time=16.7 ms
2020-07-26 13:16:19 64 bytes from 8.8.8.8: icmp_seq=232 ttl=115 time=17.7 ms
2020-07-26 13:17:19 64 bytes from 8.8.8.8: icmp_seq=233 ttl=115 time=25.4 ms
2020-07-26 13:18:19 64 bytes from 8.8.8.8: icmp_seq=234 ttl=115 time=21.0 ms
2020-07-26 13:19:19 64 bytes from 8.8.8.8: icmp_seq=235 ttl=115 time=22.3 ms
2020-07-26 13:20:19 64 bytes from 8.8.8.8: icmp_seq=236 ttl=115 time=22.2 ms
2020-07-26 13:21:19 64 bytes from 8.8.8.8: icmp_seq=237 ttl=115 time=19.4 ms
2020-07-26 13:22:19 64 bytes from 8.8.8.8: icmp_seq=238 ttl=115 time=17.9 ms
2020-07-26 13:23:19 64 bytes from 8.8.8.8: icmp_seq=239 ttl=115 time=18.2 ms
2020-07-26 13:24:19 64 bytes from 8.8.8.8: icmp_seq=240 ttl=115 time=16.8 ms
2020-07-26 13:25:19 64 bytes from 8.8.8.8: icmp_seq=241 ttl=115 time=25.1 ms
2020-07-26 13:26:19 64 bytes from 8.8.8.8: icmp_seq=242 ttl=115 time=17.6 ms
2020-07-26 13:27:19 64 bytes from 8.8.8.8: icmp_seq=243 ttl=115 time=22.6 ms
2020-07-26 13:28:19 64 bytes from 8.8.8.8: icmp_seq=244 ttl=115 time=17.0 ms
2020-07-26 13:29:19 64 bytes from 8.8.8.8: icmp_seq=245 ttl=115 time=17.3 ms
2020-07-26 13:30:19 64 bytes from 8.8.8.8: icmp_seq=246 ttl=115 time=17.7 ms
2020-07-26 13:31:19 64 bytes from 8.8.8.8: icmp_seq=247 ttl=115 time=20.9 ms
2020-07-26 13:32:19 64 bytes from 8.8.8.8: icmp_seq=248 ttl=115 time=16.7 ms
2020-07-26 13:33:19 64 bytes from 8.8.8.8: icmp_seq=249 ttl=115 time=17.2 ms
2020-07-26 13:34:19 64 bytes from 8.8.8.8: icmp_seq=250 ttl=115 time=16.7 ms
2020-07-26 13:35:20 64 bytes from 8.8.8.8: icmp_seq=251 ttl=115 time=17.4 ms
2020-07-26 13:36:20 64 bytes from 8.8.8.8: icmp_seq=252 ttl=115 time=18.5 ms
2020-07-26 13:37:20 64 bytes from 8.8.8.8: icmp_seq=253 ttl=115 time=18.2 ms
2020-07-26 13:38:20 64 bytes from 8.8.8.8: icmp_seq=254 ttl=115 time=16.5 ms
2020-07-26 13:39:20 64 bytes from 8.8.8.8: icmp_seq=255 ttl=115 time=16.6 ms
2020-07-26 13:40:20 64 bytes from 8.8.8.8: icmp_seq=256 ttl=115 time=17.6 ms
2020-07-26 13:41:20 64 bytes from 8.8.8.8: icmp_seq=257 ttl=115 time=16.6 ms
2020-07-26 13:42:20 64 bytes from 8.8.8.8: icmp_seq=258 ttl=115 time=16.4 ms
2020-07-26 13:43:20 64 bytes from 8.8.8.8: icmp_seq=259 ttl=115 time=16.7 ms
2020-07-26 13:44:20 64 bytes from 8.8.8.8: icmp_seq=260 ttl=115 time=17.5 ms
2020-07-26 13:45:20 64 bytes from 8.8.8.8: icmp_seq=261 ttl=115 time=16.9 ms
2020-07-26 13:46:20 64 bytes from 8.8.8.8: icmp_seq=262 ttl=115 time=21.4 ms
2020-07-26 13:47:20 64 bytes from 8.8.8.8: icmp_seq=263 ttl=115 time=18.3 ms
2020-07-26 13:48:20 64 bytes from 8.8.8.8: icmp_seq=264 ttl=115 time=17.6 ms
2020-07-26 13:49:20 64 bytes from 8.8.8.8: icmp_seq=265 ttl=115 time=24.4 ms
2020-07-26 13:50:20 64 bytes from 8.8.8.8: icmp_seq=266 ttl=115 time=18.1 ms
2020-07-26 13:51:20 64 bytes from 8.8.8.8: icmp_seq=267 ttl=115 time=19.0 ms
2020-07-26 13:52:20 64 bytes from 8.8.8.8: icmp_seq=268 ttl=115 time=17.2 ms
2020-07-26 13:53:21 64 bytes from 8.8.8.8: icmp_seq=269 ttl=115 time=17.6 ms
2020-07-26 13:54:21 64 bytes from 8.8.8.8: icmp_seq=270 ttl=115 time=16.8 ms
2020-07-26 13:55:21 64 bytes from 8.8.8.8: icmp_seq=271 ttl=115 time=17.2 ms
2020-07-26 13:56:21 64 bytes from 8.8.8.8: icmp_seq=272 ttl=115 time=18.6 ms
2020-07-26 13:57:21 64 bytes from 8.8.8.8: icmp_seq=273 ttl=115 time=20.2 ms
2020-07-26 13:58:21 64 bytes from 8.8.8.8: icmp_seq=274 ttl=115 time=17.5 ms
2020-07-26 13:59:21 64 bytes from 8.8.8.8: icmp_seq=275 ttl=115 time=19.2 ms
2020-07-26 14:00:21 64 bytes from 8.8.8.8: icmp_seq=276 ttl=115 time=17.5 ms
2020-07-26 14:01:21 64 bytes from 8.8.8.8: icmp_seq=277 ttl=115 time=18.4 ms
2020-07-26 14:02:21 64 bytes from 8.8.8.8: icmp_seq=278 ttl=115 time=19.5 ms
2020-07-26 14:03:21 64 bytes from 8.8.8.8: icmp_seq=279 ttl=115 time=20.2 ms
2020-07-26 14:04:21 64 bytes from 8.8.8.8: icmp_seq=280 ttl=115 time=18.3 ms
2020-07-26 14:05:21 64 bytes from 8.8.8.8: icmp_seq=281 ttl=115 time=16.3 ms
2020-07-26 14:06:21 64 bytes from 8.8.8.8: icmp_seq=282 ttl=115 time=17.5 ms
2020-07-26 14:07:21 64 bytes from 8.8.8.8: icmp_seq=283 ttl=115 time=19.7 ms
2020-07-26 14:08:21 64 bytes from 8.8.8.8: icmp_seq=284 ttl=115 time=18.2 ms
2020-07-26 14:09:21 64 bytes from 8.8.8.8: icmp_seq=285 ttl=115 time=17.7 ms
2020-07-26 14:10:22 64 bytes from 8.8.8.8: icmp_seq=286 ttl=115 time=16.8 ms
2020-07-26 14:11:22 64 bytes from 8.8.8.8: icmp_seq=287 ttl=115 time=126 ms
2020-07-26 14:12:22 64 bytes from 8.8.8.8: icmp_seq=288 ttl=115 time=18.0 ms
2020-07-26 14:13:22 64 bytes from 8.8.8.8: icmp_seq=289 ttl=115 time=18.6 ms
2020-07-26 14:14:22 64 bytes from 8.8.8.8: icmp_seq=290 ttl=115 time=17.1 ms
2020-07-26 14:15:22 64 bytes from 8.8.8.8: icmp_seq=291 ttl=115 time=17.4 ms
2020-07-26 14:16:22 64 bytes from 8.8.8.8: icmp_seq=292 ttl=115 time=27.4 ms
2020-07-26 14:17:22 64 bytes from 8.8.8.8: icmp_seq=293 ttl=115 time=17.9 ms
2020-07-26 14:18:22 64 bytes from 8.8.8.8: icmp_seq=294 ttl=115 time=17.0 ms
2020-07-26 14:19:22 64 bytes from 8.8.8.8: icmp_seq=295 ttl=115 time=17.0 ms
2020-07-26 14:20:22 64 bytes from 8.8.8.8: icmp_seq=296 ttl=115 time=17.5 ms
2020-07-26 14:21:22 64 bytes from 8.8.8.8: icmp_seq=297 ttl=115 time=18.6 ms
2020-07-26 14:22:22 64 bytes from 8.8.8.8: icmp_seq=298 ttl=115 time=18.5 ms
2020-07-26 14:23:22 64 bytes from 8.8.8.8: icmp_seq=299 ttl=115 time=17.2 ms
2020-07-26 14:24:22 64 bytes from 8.8.8.8: icmp_seq=300 ttl=115 time=18.3 ms
2020-07-26 14:25:22 64 bytes from 8.8.8.8: icmp_seq=301 ttl=115 time=16.8 ms
2020-07-26 14:26:22 64 bytes from 8.8.8.8: icmp_seq=302 ttl=115 time=17.9 ms
2020-07-26 14:27:22 64 bytes from 8.8.8.8: icmp_seq=303 ttl=115 time=17.7 ms
2020-07-26 14:28:23 64 bytes from 8.8.8.8: icmp_seq=304 ttl=115 time=17.2 ms
2020-07-26 14:29:23 64 bytes from 8.8.8.8: icmp_seq=305 ttl=115 time=24.9 ms
2020-07-26 14:30:23 64 bytes from 8.8.8.8: icmp_seq=306 ttl=115 time=17.9 ms
2020-07-26 14:31:23 64 bytes from 8.8.8.8: icmp_seq=307 ttl=115 time=38.0 ms
2020-07-26 14:32:23 64 bytes from 8.8.8.8: icmp_seq=308 ttl=115 time=17.9 ms
2020-07-26 14:33:23 64 bytes from 8.8.8.8: icmp_seq=309 ttl=115 time=16.3 ms
2020-07-26 14:34:23 64 bytes from 8.8.8.8: icmp_seq=310 ttl=115 time=16.7 ms
2020-07-26 14:35:23 64 bytes from 8.8.8.8: icmp_seq=311 ttl=115 time=36.4 ms
2020-07-26 14:36:23 64 bytes from 8.8.8.8: icmp_seq=312 ttl=115 time=15.0 ms
2020-07-26 14:37:23 64 bytes from 8.8.8.8: icmp_seq=313 ttl=115 time=16.3 ms
2020-07-26 14:38:23 64 bytes from 8.8.8.8: icmp_seq=314 ttl=115 time=21.7 ms
2020-07-26 14:39:23 64 bytes from 8.8.8.8: icmp_seq=315 ttl=115 time=17.2 ms
2020-07-26 14:40:23 64 bytes from 8.8.8.8: icmp_seq=316 ttl=115 time=17.3 ms
2020-07-26 14:41:23 64 bytes from 8.8.8.8: icmp_seq=317 ttl=115 time=18.4 ms
2020-07-26 14:42:23 64 bytes from 8.8.8.8: icmp_seq=318 ttl=115 time=18.8 ms
2020-07-26 14:43:23 64 bytes from 8.8.8.8: icmp_seq=319 ttl=115 time=29.3 ms
2020-07-26 14:44:23 64 bytes from 8.8.8.8: icmp_seq=320 ttl=115 time=17.4 ms
2020-07-26 14:45:23 64 bytes from 8.8.8.8: icmp_seq=321 ttl=115 time=19.2 ms
2020-07-26 14:46:24 64 bytes from 8.8.8.8: icmp_seq=322 ttl=115 time=16.9 ms
2020-07-26 14:47:24 64 bytes from 8.8.8.8: icmp_seq=323 ttl=115 time=16.9 ms
2020-07-26 14:48:24 64 bytes from 8.8.8.8: icmp_seq=324 ttl=115 time=18.5 ms
2020-07-26 14:49:24 64 bytes from 8.8.8.8: icmp_seq=325 ttl=115 time=16.3 ms
2020-07-26 14:50:24 64 bytes from 8.8.8.8: icmp_seq=326 ttl=115 time=17.1 ms
2020-07-26 14:51:24 64 bytes from 8.8.8.8: icmp_seq=327 ttl=115 time=17.9 ms
2020-07-26 14:52:24 64 bytes from 8.8.8.8: icmp_seq=328 ttl=115 time=16.0 ms
2020-07-26 14:53:24 64 bytes from 8.8.8.8: icmp_seq=329 ttl=115 time=16.3 ms
2020-07-26 14:54:24 64 bytes from 8.8.8.8: icmp_seq=330 ttl=115 time=17.8 ms
2020-07-26 14:55:24 64 bytes from 8.8.8.8: icmp_seq=331 ttl=115 time=16.7 ms
2020-07-26 14:56:24 64 bytes from 8.8.8.8: icmp_seq=332 ttl=115 time=17.1 ms
2020-07-26 14:57:24 64 bytes from 8.8.8.8: icmp_seq=333 ttl=115 time=16.9 ms
2020-07-26 14:58:24 64 bytes from 8.8.8.8: icmp_seq=334 ttl=115 time=17.0 ms
2020-07-26 14:59:24 64 bytes from 8.8.8.8: icmp_seq=335 ttl=115 time=33.8 ms
2020-07-26 15:00:24 64 bytes from 8.8.8.8: icmp_seq=336 ttl=115 time=17.7 ms
2020-07-26 15:01:24 64 bytes from 8.8.8.8: icmp_seq=337 ttl=115 time=17.6 ms
2020-07-26 15:02:24 64 bytes from 8.8.8.8: icmp_seq=338 ttl=115 time=17.9 ms
2020-07-26 15:03:24 64 bytes from 8.8.8.8: icmp_seq=339 ttl=115 time=15.6 ms
2020-07-26 15:04:24 64 bytes from 8.8.8.8: icmp_seq=340 ttl=115 time=16.7 ms
2020-07-26 15:05:24 64 bytes from 8.8.8.8: icmp_seq=341 ttl=115 time=17.3 ms
2020-07-26 15:06:25 64 bytes from 8.8.8.8: icmp_seq=342 ttl=115 time=17.5 ms
2020-07-26 15:07:25 64 bytes from 8.8.8.8: icmp_seq=343 ttl=115 time=23.0 ms
2020-07-26 15:08:25 64 bytes from 8.8.8.8: icmp_seq=344 ttl=115 time=18.0 ms
2020-07-26 15:09:25 64 bytes from 8.8.8.8: icmp_seq=345 ttl=115 time=16.5 ms
2020-07-26 15:10:25 64 bytes from 8.8.8.8: icmp_seq=346 ttl=115 time=30.2 ms
2020-07-26 15:11:25 64 bytes from 8.8.8.8: icmp_seq=347 ttl=115 time=16.7 ms
2020-07-26 15:12:25 64 bytes from 8.8.8.8: icmp_seq=348 ttl=115 time=20.2 ms
2020-07-26 15:13:25 64 bytes from 8.8.8.8: icmp_seq=349 ttl=115 time=17.4 ms
2020-07-26 15:14:25 64 bytes from 8.8.8.8: icmp_seq=350 ttl=115 time=24.4 ms
2020-07-26 15:15:25 --- 8.8.8.8 ping statistics ---
2020-07-26 15:15:25 350 packets transmitted, 349 received, 0.285714% packet loss, time 20958089ms
2020-07-26 15:15:25 rtt min/avg/max/mdev = 14.961/20.411/126.110/11.340 ms
