Reservoir,Site,DateTime,ThermistorTemp_C_1,ThermistorTemp_C_2,ThermistorTemp_C_3,ThermistorTemp_C_4,ThermistorTemp_C_5,ThermistorTemp_C_6,ThermistorTemp_C_7,ThermistorTemp_C_8,ThermistorTemp_C_9,ThermistorTemp_C_10,ThermistorTemp_C_11,ThermistorTemp_C_12,ThermistorTemp_C_13,RDO_mgL_6,RDOsat_percent_6,RDOTemp_C_6,RDO_mgL_13,RDOsat_percent_13,RDOTemp_C_13,EXOTemp_C_1.5,EXOCond_uScm_1.5,EXOSpCond_uScm_1.5,EXOTDS_mgL_1.5,EXODOsat_percent_1.5,EXODO_mgL_1.5,EXOChla_RFU_1.5,EXOChla_ugL_1.5,EXOBGAPC_RFU_1.5,EXOBGAPC_ugL_1.5,EXOfDOM_RFU_1.5,EXOfDOM_QSU_1.5,EXOTurbidity_FNU_1.5,EXOPressure_psi,EXODepth_m,EXOBattery_V,EXOCablepower_V,EXOWiper_V,LvlPressure_psi_13,Depth_m_13,LvlTemp_C_13,RECORD,CR6Battery_V,CR6Panel_Temp_C,Flag_ThermistorTemp_C_1,Flag_ThermistorTemp_C_2,Flag_ThermistorTemp_C_3,Flag_ThermistorTemp_C_4,Flag_ThermistorTemp_C_5,Flag_ThermistorTemp_C_6,Flag_ThermistorTemp_C_7,Flag_ThermistorTemp_C_8,Flag_ThermistorTemp_C_9,Flag_ThermistorTemp_C_10,Flag_ThermistorTemp_C_11,Flag_ThermistorTemp_C_12,Flag_ThermistorTemp_C_13,Flag_RDO_mgL_6,Flag_RDOsat_percent_6,Flag_RDOTemp_C_6,Flag_RDO_mgL_13,Flag_RDOsat_percent_13,Flag_RDOTemp_C_13,Flag_EXOTemp_C_1.5,Flag_EXOCond_uScm_1.5,Flag_EXOSpCond_uScm_1.5,Flag_EXOTDS_mgL_1.5,Flag_EXODOsat_percent_1.5,Flag_EXODO_mgL_1.5,Flag_EXOChla_RFU_1.5,Flag_EXOChla_ugL_1.5,Flag_EXOBGAPC_RFU_1.5,Flag_EXOBGAPC_ugL_1.5,Flag_EXOfDOM_RFU_1.5,Flag_EXOfDOM_QSU_1.5,Flag_EXOTurbidity_FNU_1.5,Flag_EXOPressure_psi,Flag_EXODepth_m,Flag_EXOBattery_V,Flag_EXOCablepower_V,Flag_EXOWiper_V,Flag_LvlPressure_psi_13,Flag_LvlTemp_C_13
BVR,50,2023-01-01 07:30:00,NA,NA,NA,NA,1.79043,2.217065,2.119989,2.175104,2.342065,2.735101,2.955621,3.062555,3.53103,13.2549,96.27893,2.16523,5.87565,44.30273,3.554588,2.26,19.25,34.03,22.12,96.41,13.24,4.94,15.18,2.99,1.99,4.99,14.88,6.01,3.14,2.211,4.04,11.26,1.1,12.65358,8.915079789,3.568496,71278,12.75,11.49,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 07:40:00,NA,NA,NA,NA,1.797784,2.20733,2.130212,2.171228,2.356592,2.751642,2.962213,3.069177,3.512689,13.2458,96.23017,2.171822,5.884594,44.35485,3.541527,2.271,18.98,33.53,21.8,96.62,13.26,NA,NA,3.04,2.05,4.93,14.69,6.16,3.15,2.215,4.04,11.21,1.18,12.65438,8.915643429,3.557695,71279,12.77,11.63,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 07:50:00,NA,NA,NA,NA,1.781061,2.216028,2.13775,2.170465,2.33642,2.798242,2.9591,3.06817,3.494318,13.28726,96.57249,2.187561,5.981284,45.0568,3.519127,2.285,18.97,33.5,21.78,96.73,13.27,4.33,13.24,3.06,2.07,4.91,14.63,6.15,3.15,2.219,4.04,11.19,1.18,12.65452,8.915742066,3.526812,71280,12.71,11.84,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 08:00:00,NA,NA,NA,NA,1.719782,2.224237,2.13891,2.178888,2.342462,2.834314,2.968835,3.084039,3.526208,13.2877,96.57942,2.188942,6.233646,46.93897,3.504028,2.263,18.97,33.52,21.79,96.4,13.24,2.96,8.810001,2.99,1.99,4.92,14.66,6.09,3.15,2.221,4.04,11.21,1.18,12.65506,8.916122523,3.544969,71281,12.71,11.99,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 08:10:00,NA,NA,NA,NA,1.791162,2.199487,2.131341,2.180536,2.335565,2.858819,2.988916,3.087091,3.513269,13.25195,96.28978,2.177521,6.03531,45.42123,3.483826,2.246,18.91,33.45,21.74,96.64,13.28,1.73,4.84,3.02,2.02,4.93,14.68,6.14,3.16,2.223,4.04,11.23,1.21,12.65374,8.915192517,3.512913,71282,12.78,12.01,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 08:20:00,NA,NA,NA,NA,1.846918,2.194604,2.142602,2.185388,2.330102,2.881372,2.979517,3.051111,3.437189,13.25737,96.28675,2.16143,6.625869,49.78157,3.420303,2.266,18.95,33.5,21.77,96.53,13.25,1.82,5.12,2.99,1.99,4.93,14.68,6.11,3.16,2.226,4.04,11.24,1.19,12.65478,8.915925249,3.409021,71283,12.8,12.04,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 08:30:00,NA,NA,NA,NA,1.875818,2.206567,2.144281,2.187738,2.334863,2.878564,2.954034,3.047845,3.389306,13.24142,96.13341,2.147064,7.124336,53.49058,3.394981,2.259,18.96,33.51,21.78,96.47,13.25,1.24,3.27,3.08,2.09,4.94,14.72,6.13,3.16,2.228,4.04,11.23,1.18,12.65401,8.9153827455,3.403693,71284,12.79,12.12,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 08:40:00,NA,NA,NA,NA,1.889154,2.178735,2.138086,2.189935,2.34881,2.805994,2.942132,3.052087,3.408594,13.24437,96.14434,2.143089,6.920198,51.96015,3.396675,2.244,18.94,33.51,21.78,96.31,13.23,2.06,5.92,3.04,2.04,4.92,14.67,6.14,3.17,2.228,4.04,11.24,1.18,12.65534,8.916319797,3.418402,71285,12.81,12.24,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 08:50:00,NA,NA,NA,NA,1.85943,2.106225,2.139551,2.197351,2.342584,2.780237,2.980829,3.070245,3.415124,13.2501,96.17191,2.137718,6.721745,50.4913,3.412483,2.24,18.92,33.47,21.75,96.29,13.23,1.39,3.73,3,2.01,4.97,14.81,6.02,3.16,2.227,4.04,11.23,1.18,12.65471,8.9158759305,3.459009,71286,12.8,12.42,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 09:00:00,NA,NA,NA,NA,1.89071,2.10589,2.129724,2.197381,2.328332,2.733789,3.017023,3.067651,3.442865,13.25117,96.11297,2.112267,6.384663,48.00455,3.44799,2.229,18.93,33.49,21.77,96.29,13.23,1.98,5.64,3.03,2.04,4.96,14.78,6.16,3.16,2.227,4.04,11.32,1.18,12.65441,8.9156645655,3.504027,71287,12.87,12.62,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 09:10:00,NA,NA,NA,NA,1.888696,2.027032,2.118677,2.192071,2.306879,2.68017,3.001581,3.060907,3.402276,13.27657,96.18123,2.068069,6.34163,47.58636,3.373222,2.215,18.86,33.39,21.71,96.24,13.23,2.93,8.7,3.06,2.07,4.94,14.72,6.1,3.17,2.229,4.04,11.85,1.18,12.65484,8.915967522,3.409368,71288,13.42,12.88,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 09:20:00,NA,NA,NA,NA,1.973016,2.047723,2.095727,2.1578,2.275201,2.750055,3.025445,3.05636,3.33584,13.28031,96.2238,2.073975,7.035106,52.75269,3.34668,2.154,18.69,33.16,21.56,96.1,13.23,1.83,5.17,3.03,2.04,4.9,14.61,6.11,3.17,2.228,4.04,12.38,1.18,12.65512,8.916164796,3.390925,71289,13.93,13.37,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 09:30:00,NA,NA,NA,NA,1.960504,2.031671,2.006341,2.069086,2.149621,2.663904,2.96029,3.089014,3.318567,13.30973,96.44348,2.076393,7.42685,55.6473,3.317757,2.122,18.57,32.98,21.44,96,13.23,1.48,4.04,2.97,1.97,4.87,14.52,5.9,3.17,2.231,4.04,12.35,1.18,12.65559,8.9164959345,3.359455,71290,13.92,14.04,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 09:40:00,NA,NA,NA,NA,1.972253,2.026849,2.023004,2.076929,2.313409,2.872766,2.996332,3.062677,3.307367,13.30445,96.43054,2.086098,7.226174,54.11174,3.295639,2.161,18.97,33.66,21.88,96.06,13.23,1.79,5.03,2.89,1.88,4.95,14.76,5.82,3.17,2.228,4.04,12.55,1.08,12.6554,8.91636207,3.349861,71291,14.21,14.76,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 09:50:00,NA,NA,NA,NA,2.055536,2.049219,2.03219,2.062952,2.270135,2.721002,2.946649,3.085565,3.240137,13.3161,96.56751,2.106018,8.061046,60.30716,3.260567,2.173,18.72,33.2,21.58,96.17,13.24,1.91,5.41,3,2,4.89,14.58,5.93,3.17,2.23,4.04,12.59,1.18,12.65595,8.9167495725,3.28445,71292,14.2,15.24,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 10:00:00,NA,NA,NA,NA,2.049554,2.08407,2.034906,2.058496,2.076257,2.554956,2.926019,3.08526,3.207727,13.31348,96.62334,2.134422,8.574758,64.09291,3.226997,2.176,18.56,32.9,21.38,95.94,13.21,1.15,2.98,2.9,1.9,4.84,14.42,5.96,3.17,2.233,4.04,12.58,1.18,12.65613,8.9168763915,3.248863,71293,14.21,15.57,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 10:10:00,NA,NA,NA,NA,2.135339,2.096918,2.08822,2.10708,2.178064,2.639734,2.931634,3.093225,3.264184,13.31881,96.75087,2.168182,8.623138,64.48387,3.244041,2.22,18.88,33.43,21.73,96.05,13.2,1.12,2.87,2.83,1.81,4.92,14.65,5.72,3.17,2.232,4.04,12.66,1.13,12.65497,8.9160591135,3.292704,71294,14.22,15.81,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 10:20:00,NA,NA,NA,NA,2.178674,2.13363,2.117242,2.15133,2.343072,2.652307,2.941186,3.082422,3.3883,13.30603,96.74272,2.200363,7.909129,59.22619,3.295815,2.249,18.68,33.03,21.47,95.94,13.18,1.1,2.81,2.9,1.9,4.84,14.42,5.98,3.17,2.232,4.04,12.58,1.18,12.65556,8.916474798,3.375796,71295,14.2,15.98,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 10:30:00,NA,NA,NA,NA,2.110101,2.137445,2.130151,2.1578,2.176141,2.442041,2.90246,3.08526,3.428216,13.30185,96.75236,2.215584,7.609036,57.01763,3.321175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.65588,8.916700254,3.415497,71296,14.2,16.05,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0
BVR,50,2023-01-01 10:40:00,NA,NA,NA,NA,2.215265,2.168573,2.147119,2.170496,2.139703,2.454767,2.971429,3.085382,3.43725,13.30507,96.84456,2.241699,6.346457,47.65312,3.397362,2.285,19.02,33.6,21.84,95.9,13.16,1.05,2.64,2.82,1.81,4.93,14.69,5.83,3.17,2.232,4.04,12.58,1.12,12.6541,8.915446155,3.47763,71297,14.22,16.07,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 10:50:00,NA,NA,NA,NA,2.230127,2.166681,2.116724,2.150445,2.155756,2.523126,3.011438,3.081079,3.329797,13.31897,96.90548,2.226479,6.704674,50.28323,3.352814,2.249,18.72,33.11,21.52,96.03,13.19,1,2.5,2.91,1.9,4.83,14.38,5.97,3.17,2.233,4.04,12.6,1.2,12.6555,8.916432525,3.39613,71298,14.22,16.07,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 11:00:00,NA,NA,NA,NA,2.253503,2.181421,2.106866,2.134912,2.11062,2.459161,2.981134,3.091516,3.36178,13.31161,96.94633,2.262253,7.091489,53.17404,3.345665,2.25,18.69,33.06,21.49,96.16,13.21,1.05,2.66,2.88,1.86,4.84,14.42,5.87,3.17,2.233,4.04,12.59,1.2,12.65426,8.915558883,3.396143,71299,14.22,16.07,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 11:10:00,NA,NA,NA,NA,2.219079,2.194696,2.112543,2.156366,2.136102,2.461053,2.952081,3.099756,3.273035,13.36618,97.37433,2.273849,7.344738,55.05364,3.332397,2.25,18.67,33.01,21.46,96.3,13.23,1.01,2.5,2.85,1.84,4.87,14.51,5.93,3.17,2.231,4.04,12.6,1.19,12.65309,8.9147345595,3.357754,71300,14.21,16.15,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 11:20:00,NA,NA,NA,NA,2.215692,2.198419,2.091608,2.143823,2.134424,2.562921,2.851526,3.103418,3.412225,13.38937,97.5856,2.289734,6.692467,50.24952,3.396164,2.256,18.6,32.89,21.38,96.26,13.22,1.2,3.14,2.9,1.89,4.82,14.37,5.86,3.17,2.23,4.04,12.58,1.18,12.65467,8.9158477485,3.538844,71301,14.21,16.26,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 11:30:00,NA,NA,NA,NA,2.233118,2.201166,2.131494,2.174158,2.153131,2.433252,2.734766,3.105402,3.518335,13.37149,97.50964,2.310287,5.455226,41.07344,3.500282,2.277,18.93,33.45,21.74,96.49,13.24,0.88,2.11,2.87,1.86,4.94,14.72,5.76,3.17,2.229,4.04,12.63,1.11,12.65408,8.915432064,3.582538,71302,14.22,16.41,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 11:40:00,NA,NA,NA,NA,2.178949,2.208917,2.147607,2.174158,2.193262,2.421686,2.7268,3.099908,3.493951,13.47573,98.25236,2.303726,5.70356,42.94247,3.499611,2.296,18.78,33.16,21.55,96.91,13.3,1.77,4.95,2.95,1.95,4.88,14.55,6.1,3.16,2.226,4.04,12.58,1.18,12.65392,8.915319336,3.542637,71303,14.22,16.63,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 11:50:00,NA,NA,NA,NA,2.086481,2.208917,2.152002,2.189233,2.224695,2.402887,2.772058,3.098871,3.460992,13.43282,97.91048,2.292839,5.821008,43.76683,3.448166,2.26,18.68,33.03,21.47,96.66,13.27,1.12,2.86,2.88,1.87,4.87,14.51,5.95,3.16,2.226,4.04,12.59,1.19,12.65472,8.915882976,3.466888,71304,14.21,16.84,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 12:00:00,NA,NA,NA,NA,2.191888,2.233301,2.163873,2.190179,2.179834,2.382226,2.66842,3.098016,3.409723,13.43327,98.00701,2.327904,6.883796,51.66654,3.381889,2.31,18.67,32.95,21.42,96.84,13.28,0.92,2.21,2.93,1.93,4.82,14.37,5.99,3.16,2.224,4.04,12.59,1.19,12.65492,8.916023886,3.384364,71305,14.22,17.06,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 12:10:00,NA,NA,NA,NA,2.191583,2.266077,2.173608,2.200861,2.189264,2.402368,2.816522,3.086633,3.333185,13.45066,98.11651,2.32135,7.555538,56.65515,3.34668,2.316,18.96,33.46,21.75,96.82,13.28,1.39,3.73,2.9,1.9,4.92,14.64,5.76,3.15,2.22,4.04,12.59,1.12,12.65526,8.916263433,3.37694,71306,14.2,17.3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 12:20:00,NA,NA,NA,NA,2.220605,2.240137,2.169885,2.216272,2.216547,2.41781,2.846399,3.089319,3.310846,13.42819,97.93544,2.314957,7.999083,59.93972,3.320816,2.3,18.94,33.44,21.73,97.27,13.34,1.15,2.96,3.05,2.06,4.88,14.53,6.09,3.15,2.218,4.04,12.59,1.19,12.65194,8.913924327,3.335929,71307,14.23,17.55,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 12:30:00,NA,NA,NA,NA,2.22384,2.240442,2.178735,2.233636,2.219141,2.455377,2.925439,3.070795,3.302728,13.44683,98.14666,2.343101,7.938107,59.4429,3.295639,2.307,18.99,33.51,21.78,96.96,13.3,2.66,7.83,3.1,2.11,4.89,14.58,6.2,3.15,2.219,4.04,12.6,1.19,12.65321,8.9148191055,3.322842,71308,14.21,17.77,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 12:40:00,NA,NA,NA,NA,2.244073,2.251428,2.191095,2.245019,2.227899,2.396844,2.928766,3.069269,3.345911,13.44501,98.13555,2.343956,8.140926,60.92028,3.270096,2.315,19.25,33.96,22.08,96.93,13.29,0.91,2.19,2.91,1.9,4.95,14.76,5.94,3.15,2.218,4.04,12.66,1.1,12.65276,8.914502058,3.299277,71309,14.22,17.95,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 12:50:00,NA,NA,NA,NA,2.310602,2.307214,2.180383,2.237176,2.218164,2.489618,2.961114,3.061548,3.339654,13.52741,98.6939,2.327904,6.898571,51.65513,3.293076,2.308,18.66,32.94,21.41,96.97,13.3,1.14,2.95,2.91,1.9,4.83,14.4,5.88,3.15,2.217,4.04,12.59,1.2,12.65367,8.9151431985,3.353595,71310,14.21,18.13,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 13:00:00,NA,NA,NA,NA,2.279413,2.284387,2.18255,2.223413,2.220483,2.357873,2.95321,3.071313,3.379938,13.46867,98.24961,2.322029,7.305293,54.76884,3.339882,2.324,18.91,33.36,21.68,96.98,13.29,0.86,2.03,2.82,1.81,4.89,14.58,5.68,3.15,2.215,4.04,12.6,1.11,12.65151,8.9136213705,3.426093,71311,14.22,18.36,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 13:10:00,NA,NA,NA,NA,2.317773,2.290521,2.183984,2.233026,2.241601,2.417688,2.969263,3.074152,3.447931,13.53035,98.71438,2.327553,6.931982,52.01033,3.368973,2.33,18.66,32.91,21.39,96.89,13.28,1.03,2.57,2.92,1.92,4.83,14.4,5.87,3.15,2.217,4.04,12.59,1.19,12.6528,8.91453024,3.457874,71312,14.22,18.54,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 13:20:00,NA,NA,NA,NA,2.274835,2.26629,2.187219,2.218591,2.26394,2.382776,2.962915,3.063623,3.490747,13.48458,98.40766,2.33773,6.025516,45.30263,3.446632,2.316,18.7,32.99,21.44,97,13.3,1.44,3.91,2.9,1.9,4.82,14.37,5.97,3.15,2.216,4.04,12.6,1.18,12.65284,8.914558422,3.524884,71313,14.22,18.72,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 13:30:00,NA,NA,NA,NA,2.34762,2.317865,2.227289,2.231714,2.27337,2.397241,2.960809,3.067071,3.457452,13.45575,98.28664,2.371231,5.962294,44.86054,3.474487,2.382,18.75,33.01,21.46,97.02,13.28,0.96,2.35,2.88,1.87,4.84,14.41,5.97,3.15,2.215,4.04,12.48,1.18,12.65097,8.9132409135,3.504977,71314,14.11,18.93,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 13:40:00,NA,NA,NA,NA,2.300287,2.343347,2.224206,2.246515,2.290704,2.383356,2.966241,3.06402,3.516138,13.47125,98.37454,2.361732,5.769897,43.41662,3.477707,2.351,18.75,33.05,21.48,96.96,13.28,1.47,3.98,2.96,1.96,4.85,14.44,5.98,3.15,2.215,4.04,12.58,1.19,12.6538,8.91523479,3.550681,71315,14.22,19.28,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 13:50:00,NA,NA,NA,NA,2.306787,2.365533,2.2539,2.284967,2.312616,2.425989,2.933404,3.060449,3.585504,13.40802,97.93694,2.370872,4.787045,36.0915,3.551369,2.392,18.82,33.12,21.53,96.7,13.23,1.79,5.03,2.92,1.92,4.87,14.5,6.03,3.15,2.216,4.04,12.56,1.19,12.65489,8.9160027495,3.662185,71316,14.22,19.42,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 14:00:00,NA,NA,NA,NA,2.33465,2.35589,2.272546,2.325311,2.360681,2.43548,2.907617,3.060174,3.665277,13.40481,98.0047,2.405205,4.552365,34.39181,3.627815,2.402,18.79,33.06,21.49,96.93,13.26,3.96,12.05,3,2,4.83,14.39,6.02,3.15,2.214,4.04,12.56,1.18,12.65312,8.914755696,3.735295,71317,14.22,19.44,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 14:10:00,NA,NA,NA,NA,2.337854,2.339227,2.289087,2.339288,2.382288,2.461267,2.864862,3.062768,3.685815,13.38717,97.85566,2.397621,4.275904,32.35628,3.689789,2.414,18.77,33.01,21.46,96.62,13.21,2.24,6.47,2.9,1.9,4.83,14.39,5.99,3.14,2.21,4.04,12.56,1.19,12.65299,8.9146641045,3.748241,71318,14.22,19.44,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 14:20:00,NA,NA,NA,NA,2.3211,2.392511,2.283441,2.323083,2.349817,2.504114,2.866968,3.062952,3.574945,13.36319,97.69221,2.4021,4.910754,37.09879,3.627304,2.44,18.77,32.98,21.44,96.74,13.22,1.19,3.1,2.9,1.89,4.83,14.39,5.97,3.14,2.209,4.04,12.58,1.18,12.65319,8.9148050145,3.647579,71319,14.22,19.4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 14:30:00,NA,NA,NA,NA,2.27688,2.394189,2.303125,2.34707,2.345483,2.540887,2.884576,3.062433,3.47149,13.45195,98.20776,2.352081,6.23281,46.96466,3.529648,2.399,18.76,33.02,21.46,97.17,13.29,2.48,7.27,2.98,1.98,4.83,14.38,5.97,3.14,2.211,4.04,12.59,1.19,12.65435,8.9156222925,3.520986,71320,14.22,19.34,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 14:40:00,NA,NA,NA,NA,2.242425,2.388635,2.288476,2.346918,2.378534,2.552392,2.911096,3.06286,3.394494,13.39514,97.70503,2.318932,6.986298,52.58458,3.488411,2.409,18.77,33.01,21.46,97.01,13.27,2.42,7.07,2.97,1.97,4.82,14.35,5.84,3.14,2.211,4.04,12.17,1.17,12.65192,8.913910236,3.48168,71321,13.62,19.18,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-01 14:50:00,NA,NA,NA,NA,2.23089,2.375299,2.29693,2.348413,2.359369,2.570611,2.919366,3.056055,3.372125,13.45896,98.14234,2.308388,7.090891,53.31261,3.446632,2.381,18.76,33.03,21.47,97.12,13.29,1.43,3.88,2.93,1.93,4.84,14.41,5.99,3.14,2.209,4.04,12.16,1.18,12.65097,8.9132409135,3.455004,71322,13.7,18.88,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
